# n=8 半径扫描: 逐案
arm,r,margin_m,k,n_src,T,dist,meas,fail,full
n=8 r=960,960.0,15.8,9,11,3802.9,13504,175,2,1
n=8 r=960,960.0,15.8,9,15,3827.5,13963,161,1,1
n=8 r=960,960.0,15.8,9,15,3936.4,14447,163,1,1
n=8 r=960,960.0,15.8,9,14,3883.7,14119,166,1,1
n=8 r=960,960.0,15.8,9,14,3932.6,14228,171,0,1
n=8 r=960,960.0,15.8,9,15,3881.3,14286,158,4,1
n=8 r=960,960.0,15.8,9,10,4014.7,14713,171,2,1
n=8 r=960,960.0,15.8,9,11,3955.7,15078,149,0,1
n=8 r=960,960.0,15.8,9,11,3998.2,14811,165,0,1
n=8 r=960,960.0,15.8,9,11,4117.4,15007,177,3,1
n=8 r=960,960.0,15.8,9,13,3963.9,14555,165,2,1
n=8 r=960,960.0,15.8,9,12,4263.3,15997,168,2,1
n=8 r=960,960.0,15.8,9,10,3817.4,14097,159,1,1
n=8 r=960,960.0,15.8,9,11,3874.5,14312,161,0,1
n=8 r=960,960.0,15.8,9,10,3665.3,13187,164,1,1
n=8 r=960,960.0,15.8,9,14,4154.0,15500,165,1,1
n=8 r=960,960.0,15.8,9,16,4151.2,15451,165,0,1
n=8 r=960,960.0,15.8,9,11,3882.6,14143,168,0,1
n=8 r=960,960.0,15.8,9,13,4873.3,19036,168,1,1
n=8 r=960,960.0,15.8,9,15,4200.9,15350,176,3,1
n=8 r=960,960.0,15.8,9,15,4560.7,17489,165,2,1
n=8 r=960,960.0,15.8,9,15,4296.6,16278,162,1,1
n=8 r=960,960.0,15.8,9,15,4849.3,18687,174,1,1
n=8 r=960,960.0,15.8,9,11,4041.5,14697,176,0,1
n=8 r=960,960.0,15.8,9,11,3995.8,14819,163,2,1
n=8 r=960,960.0,15.8,9,15,3897.3,14457,156,1,1
n=8 r=960,960.0,15.8,9,14,4429.7,16799,168,0,1
n=8 r=960,960.0,15.8,9,13,3759.9,13735,159,1,1
n=8 r=960,960.0,15.8,9,10,4231.1,15715,174,1,1
n=8 r=960,960.0,15.8,9,16,4132.9,15480,161,0,1
n=8 r=960,960.0,15.8,9,13,4642.8,18219,157,0,1
n=8 r=960,960.0,15.8,9,12,3745.8,13464,166,2,1
n=8 r=960,960.0,15.8,9,15,4504.0,17210,166,0,1
n=8 r=960,960.0,15.8,9,14,3920.4,14372,164,0,1
n=8 r=960,960.0,15.8,9,13,3562.2,12581,165,0,1
n=8 r=960,960.0,15.8,9,14,4178.8,15369,174,0,1
n=8 r=960,960.0,15.8,9,15,4227.0,15735,169,0,1
n=8 r=960,960.0,15.8,9,16,5072.2,19966,167,2,1
n=8 r=960,960.0,15.8,9,12,3828.4,13817,169,0,1
n=8 r=960,960.0,15.8,9,13,3958.1,14616,163,0,1
n=8 r=960,960.0,15.8,9,12,3733.7,13398,167,0,1
n=8 r=960,960.0,15.8,9,16,4494.8,17119,165,3,1
n=8 r=960,960.0,15.8,9,16,4565.6,17238,174,1,1
n=8 r=960,960.0,15.8,9,15,4401.8,16469,171,5,1
n=8 r=960,960.0,15.8,9,11,3743.2,13011,181,3,1
n=8 r=960,960.0,15.8,9,16,4398.3,16642,166,1,1
n=8 r=960,960.0,15.8,9,14,4594.9,17639,167,1,1
n=8 r=960,960.0,15.8,9,11,4147.9,15265,174,2,1
n=8 r=960,960.0,15.8,9,11,4372.7,16338,176,1,1
n=8 r=960,960.0,15.8,9,16,4668.9,17949,168,0,1
n=8 r=960,960.0,15.8,9,16,4280.1,16011,167,2,1
n=8 r=960,960.0,15.8,9,16,4043.6,15153,157,0,1
n=8 r=960,960.0,15.8,9,16,3925.3,14441,161,0,1
n=8 r=960,960.0,15.8,9,16,4271.4,16087,162,3,1
n=8 r=960,960.0,15.8,9,11,4362.7,16409,172,1,1
n=8 r=960,960.0,15.8,9,11,4271.5,16002,169,3,1
n=8 r=960,960.0,15.8,9,10,3612.1,12751,170,0,1
n=8 r=960,960.0,15.8,9,15,3877.2,14736,143,2,1
n=8 r=960,960.0,15.8,9,16,4554.1,17480,164,1,1
n=8 r=960,960.0,15.8,9,12,3752.3,13477,167,1,1
n=8 r=960,960.0,15.8,9,15,4088.2,15066,167,2,1
n=8 r=960,960.0,15.8,9,13,3833.4,14177,157,0,1
n=8 r=960,960.0,15.8,9,12,4189.8,15754,163,3,1
n=8 r=960,960.0,15.8,9,12,4585.0,17420,175,0,1
n=8 r=960,960.0,15.8,9,15,4391.6,16588,167,2,1
n=8 r=960,960.0,15.8,9,10,3854.8,13879,173,0,1
n=8 r=960,960.0,15.8,9,11,3903.7,14518,159,0,1
n=8 r=960,960.0,15.8,9,16,4287.8,16159,163,2,1
n=8 r=960,960.0,15.8,9,16,4427.7,16589,172,2,1
n=8 r=960,960.0,15.8,9,10,3546.1,12516,167,0,1
n=8 r=960,960.0,15.8,9,13,4561.0,17590,166,0,1
n=8 r=960,960.0,15.8,9,10,3645.9,13039,166,0,1
n=8 r=960,960.0,15.8,9,13,3938.6,14183,173,3,1
n=8 r=960,960.0,15.8,9,10,3821.6,13878,167,1,1
n=8 r=960,960.0,15.8,9,12,4152.7,15378,171,0,1
n=8 r=960,960.0,15.8,9,10,3889.1,13925,177,0,1
n=8 r=960,960.0,15.8,9,12,4233.9,16055,160,4,1
n=8 r=960,960.0,15.8,9,15,3968.4,14787,157,1,1
n=8 r=960,960.0,15.8,9,12,3835.3,13911,166,2,1
n=8 r=960,960.0,15.8,9,13,4253.9,15855,170,2,1
n=8 r=960,960.0,15.8,9,15,4151.4,15372,168,1,1
n=8 r=960,960.0,15.8,9,14,4034.7,15014,161,1,1
n=8 r=960,960.0,15.8,9,10,3707.7,13349,165,2,1
n=8 r=960,960.0,15.8,9,13,4192.9,15710,165,1,1
n=8 r=960,960.0,15.8,9,12,3403.2,11676,169,1,1
n=8 r=960,960.0,15.8,9,11,3916.4,14282,168,2,1
n=8 r=960,960.0,15.8,9,10,4251.2,15801,175,0,1
n=8 r=960,960.0,15.8,9,13,3635.4,13247,155,0,1
n=8 r=960,960.0,15.8,9,14,3953.9,14840,154,0,1
n=8 r=960,960.0,15.8,9,15,3737.3,13346,167,0,1
n=8 r=960,960.0,15.8,9,13,4426.1,16615,173,3,1
n=8 r=960,960.0,15.8,9,13,3905.5,14233,166,2,1
n=8 r=960,960.0,15.8,9,10,3585.1,12690,166,3,1
n=8 r=960,960.0,15.8,9,14,3996.6,14803,162,1,1
n=8 r=960,960.0,15.8,9,12,3992.0,14640,168,1,1
n=8 r=960,960.0,15.8,9,16,4398.1,16536,170,0,1
n=8 r=960,960.0,15.8,9,13,4112.5,15563,155,4,1
n=8 r=960,960.0,15.8,9,13,4079.4,14897,173,2,1
n=8 r=960,960.0,15.8,9,15,4169.6,15508,166,2,1
n=8 r=960,960.0,15.8,9,11,4017.6,14518,178,0,1
n=8 r=960,960.0,15.8,9,15,4365.2,16591,163,1,1
n=8 r=960,960.0,15.8,9,15,4591.0,17445,171,3,1
n=8 r=960,960.0,15.8,9,14,3819.3,13902,162,2,1
n=8 r=960,960.0,15.8,9,16,3856.7,14559,145,1,1
n=8 r=960,960.0,15.8,9,12,3830.3,14016,162,1,1
n=8 r=960,960.0,15.8,9,11,3970.6,14408,173,2,1
n=8 r=960,960.0,15.8,9,13,4013.8,14684,169,2,1
n=8 r=960,960.0,15.8,9,15,4495.4,17057,169,1,1
n=8 r=960,960.0,15.8,9,10,3491.0,12375,162,1,1
n=8 r=960,960.0,15.8,9,13,3509.0,12690,152,1,1
n=8 r=960,960.0,15.8,9,16,4530.0,17130,171,2,1
n=8 r=960,960.0,15.8,9,11,3634.1,12961,165,2,1
n=8 r=960,960.0,15.8,9,11,3974.8,14454,172,2,1
n=8 r=960,960.0,15.8,9,15,4201.7,15999,156,0,1
n=8 r=960,960.0,15.8,9,10,3777.1,13536,171,1,1
n=8 r=960,960.0,15.8,9,13,3894.1,14185,166,1,1
n=8 r=960,960.0,15.8,9,11,4206.6,15303,182,3,1
n=8 r=960,960.0,15.8,9,11,4048.2,14881,171,0,1
n=8 r=960,960.0,15.8,9,13,3934.0,14305,169,1,1
n=8 r=960,960.0,15.8,9,11,3769.0,13635,165,1,1
n=8 r=960,960.0,15.8,9,10,3864.0,13985,171,0,1
n=8 r=960,960.0,15.8,9,13,4011.1,14621,171,1,1
n=8 r=960,960.0,15.8,9,15,4114.2,15171,168,2,1
n=8 r=960,960.0,15.8,9,11,3739.5,13307,171,2,1
n=8 r=960,960.0,15.8,9,11,3674.9,13284,162,0,1
n=8 r=960,960.0,15.8,9,10,3729.2,13071,178,2,1
n=8 r=960,960.0,15.8,9,12,4119.8,15394,164,2,1
n=8 r=960,960.0,15.8,9,10,4403.5,16713,169,2,1
n=8 r=960,960.0,15.8,9,14,3677.2,13661,146,2,1
n=8 r=960,960.0,15.8,9,16,4253.3,15776,170,2,1
n=8 r=960,960.0,15.8,9,11,3905.6,14558,158,0,1
n=8 r=960,960.0,15.8,9,15,4205.0,15665,167,1,1
n=8 r=960,960.0,15.8,9,14,4110.4,15442,159,2,1
n=8 r=960,960.0,15.8,9,11,3563.8,12759,161,0,1
n=8 r=960,960.0,15.8,9,13,4039.8,14604,177,0,1
n=8 r=960,960.0,15.8,9,10,3987.9,14874,161,2,1
n=8 r=960,960.0,15.8,9,12,3896.9,14175,168,1,1
n=8 r=960,960.0,15.8,9,11,4518.8,17249,170,2,1
n=8 r=960,960.0,15.8,9,13,4136.3,15327,168,2,1
n=8 r=960,960.0,15.8,9,14,3710.0,13650,153,0,1
n=8 r=960,960.0,15.8,9,12,4227.4,15512,179,0,1
n=8 r=960,960.0,15.8,9,10,4261.7,15894,173,1,1
n=8 r=960,960.0,15.8,9,16,4551.0,17120,175,2,1
n=8 r=960,960.0,15.8,9,14,3596.6,12813,160,4,1
n=8 r=960,960.0,15.8,9,11,4131.1,15220,173,1,1
n=8 r=960,960.0,15.8,9,14,4201.9,15574,171,0,1
n=8 r=960,960.0,15.8,9,11,3893.1,14615,154,0,1
n=8 r=960,960.0,15.8,9,16,4232.5,15693,170,1,1
n=8 r=960,960.0,15.8,9,15,4612.4,17927,160,0,1
n=8 r=960,960.0,15.8,9,14,4249.9,15664,176,0,1
n=8 r=960,960.0,15.8,9,11,4392.4,16932,160,0,1
n=8 r=960,960.0,15.8,9,11,4395.6,16558,173,0,1
n=8 r=960,960.0,15.8,9,15,4183.0,15645,163,3,1
n=8 r=960,960.0,15.8,9,13,4487.0,16995,172,0,1
n=8 r=960,960.0,15.8,9,14,4121.8,15534,158,1,1
n=8 r=960,960.0,15.8,9,16,4458.2,16866,168,2,1
n=8 r=960,960.0,15.8,9,11,3600.7,12973,160,0,1
n=8 r=960,960.0,15.8,9,11,3825.1,13736,171,2,1
n=8 r=960,960.0,15.8,9,15,4251.0,16180,157,2,1
n=8 r=960,960.0,15.8,9,13,3680.7,13024,170,0,1
n=8 r=960,960.0,15.8,9,14,4444.3,16657,174,2,1
n=8 r=960,960.0,15.8,9,11,3926.2,14286,170,1,1
n=8 r=960,960.0,15.8,9,11,3518.8,12174,173,0,1
n=8 r=960,960.0,15.8,9,10,3930.5,14313,170,2,1
n=8 r=960,960.0,15.8,9,14,4075.3,15106,165,1,1
n=8 r=960,960.0,15.8,9,13,3690.9,13549,153,2,1
n=8 r=960,960.0,15.8,9,15,4000.3,15122,151,1,1
n=8 r=960,960.0,15.8,9,12,3964.0,14375,172,2,1
n=8 r=960,960.0,15.8,9,16,4350.9,16419,166,0,1
n=8 r=960,960.0,15.8,9,10,3541.1,12521,166,0,1
n=8 r=960,960.0,15.8,9,13,3991.4,14342,177,2,1
n=8 r=960,960.0,15.8,9,16,4033.3,14936,162,1,1
n=8 r=960,960.0,15.8,9,10,3549.8,12679,162,0,1
n=8 r=960,960.0,15.8,9,10,3753.5,13702,162,0,1
n=8 r=960,960.0,15.8,9,14,4003.0,15250,148,1,1
n=8 r=960,960.0,15.8,9,15,4384.8,16669,163,2,1
n=8 r=960,960.0,15.8,9,11,3789.7,13448,175,1,1
n=8 r=960,960.0,15.8,9,13,4894.8,19274,164,0,1
n=8 r=960,960.0,15.8,9,15,3993.8,14724,162,3,1
n=8 r=960,960.0,15.8,9,12,3932.8,14409,166,1,1
n=8 r=960,960.0,15.8,9,16,4088.6,15473,153,1,1
n=8 r=960,960.0,15.8,9,11,5000.1,19461,177,0,1
n=8 r=960,960.0,15.8,9,10,3586.4,12717,167,0,1
n=8 r=960,960.0,15.8,9,15,3959.2,14541,163,2,1
n=8 r=960,960.0,15.8,9,15,3593.5,12867,159,0,1
n=8 r=960,960.0,15.8,9,16,3851.6,14078,160,2,1
n=8 r=960,960.0,15.8,9,16,4983.4,19777,159,1,1
n=8 r=960,960.0,15.8,9,11,3895.3,13996,175,0,1
n=8 r=960,960.0,15.8,9,13,4130.3,15391,166,0,1
n=8 r=960,960.0,15.8,9,16,4302.7,16428,156,3,1
n=8 r=960,960.0,15.8,9,10,4125.0,15245,172,1,1
n=8 r=960,960.0,15.8,9,10,3872.6,13998,172,0,1
n=8 r=960,960.0,15.8,9,11,3962.8,14379,173,1,1
n=8 r=960,960.0,15.8,9,13,3944.2,14241,172,3,1
n=8 r=960,960.0,15.8,9,13,4379.0,16515,170,0,1
n=8 r=960,960.0,15.8,9,13,4739.4,18542,162,1,1
n=8 r=960,960.0,15.8,9,16,4311.1,16271,163,3,1
n=8 r=960,960.0,15.8,9,16,4711.8,18274,163,2,1
n=8 r=960,960.0,15.8,9,10,3637.3,12912,169,0,1
n=8 r=960,960.0,15.8,9,10,3789.0,13695,168,0,1
n=8 r=960,960.0,15.8,9,11,3800.8,13639,171,0,1
n=8 r=960,960.0,15.8,9,10,4216.8,15869,167,0,1
n=8 r=960,960.0,15.8,9,16,4255.2,15881,168,0,1
n=8 r=960,960.0,15.8,9,12,4219.1,15890,164,2,1
n=8 r=960,960.0,15.8,9,12,3827.2,13811,169,0,1
n=8 r=960,960.0,15.8,9,14,4390.8,16694,164,2,1
n=8 r=960,960.0,15.8,9,14,4222.6,15423,179,1,1
n=8 r=960,960.0,15.8,9,15,4446.8,16814,169,2,1
n=8 r=960,960.0,15.8,9,16,4156.6,15798,153,2,1
n=8 r=960,960.0,15.8,9,14,3930.7,14544,160,0,1
n=8 r=960,960.0,15.8,9,15,4622.7,17834,165,0,1
n=8 r=960,960.0,15.8,9,14,3618.8,12614,171,3,1
n=8 r=960,960.0,15.8,9,12,4352.5,16242,175,1,1
n=8 r=960,960.0,15.8,9,10,4063.2,15251,161,2,1
n=8 r=960,960.0,15.8,9,16,4398.9,16385,173,4,1
n=8 r=960,960.0,15.8,9,13,3953.6,14328,171,2,1
n=8 r=960,960.0,15.8,9,10,3432.8,12124,161,0,1
n=8 r=960,960.0,15.8,9,10,3469.7,12193,165,0,1
n=8 r=960,960.0,15.8,9,16,4408.6,16623,167,3,1
n=8 r=960,960.0,15.8,9,11,3267.0,11035,169,0,1
n=8 r=960,960.0,15.8,9,10,3445.9,12085,164,1,1
n=8 r=960,960.0,15.8,9,10,3635.8,13084,163,0,1
n=8 r=960,960.0,15.8,9,16,3967.9,14844,154,1,1
n=8 r=960,960.0,15.8,9,12,3710.4,13267,167,1,1
n=8 r=960,960.0,15.8,9,14,4691.8,17764,179,1,1
n=8 r=960,960.0,15.8,9,14,4255.6,15968,166,1,1
n=8 r=960,960.0,15.8,9,10,3636.8,12669,176,2,1
n=8 r=960,960.0,15.8,9,16,4353.2,16391,166,2,1
n=8 r=960,960.0,15.8,9,14,3791.5,13792,161,2,1
n=8 r=960,960.0,15.8,9,14,4967.5,19187,176,5,1
n=8 r=960,960.0,15.8,9,13,3984.1,14546,169,1,1
n=8 r=960,960.0,15.8,9,11,3353.0,11610,164,0,1
n=8 r=960,960.0,15.8,9,16,3917.3,14611,154,0,1
n=8 r=960,960.0,15.8,9,11,3903.2,14201,169,1,1
n=8 r=960,960.0,15.8,9,13,4187.5,15572,169,1,1
n=8 r=960,960.0,15.8,9,12,3884.6,13978,173,0,1
n=8 r=960,960.0,15.8,9,15,3689.5,13527,152,1,1
n=8 r=960,960.0,15.8,9,10,3988.8,14459,176,0,1
n=8 r=960,960.0,15.8,9,16,4650.1,17601,176,1,1
n=8 r=960,960.0,15.8,9,16,4310.3,16512,156,0,1
n=8 r=960,960.0,15.8,9,16,4024.2,15116,155,0,1
n=8 r=960,960.0,15.8,9,12,3911.1,14276,167,1,1
n=8 r=960,960.0,15.8,9,14,3978.4,14907,156,0,1
n=8 r=960,960.0,15.8,9,11,3910.0,14400,164,0,1
n=8 r=960,960.0,15.8,9,12,4165.6,15908,155,1,1
n=8 r=960,960.0,15.8,9,12,4209.3,15602,173,0,1
n=8 r=960,960.0,15.8,9,11,3919.8,14149,174,0,1
n=8 r=960,960.0,15.8,9,13,4052.8,15019,165,1,1
n=8 r=960,960.0,15.8,9,14,4107.7,15354,162,1,1
n=8 r=960,960.0,15.8,9,13,4040.8,14914,165,4,1
n=8 r=960,960.0,15.8,9,12,4060.6,14713,177,2,1
n=8 r=960,960.0,15.8,9,15,4286.2,16206,163,0,1
n=8 r=960,960.0,15.8,9,11,3981.4,14637,168,0,1
n=8 r=960,960.0,15.8,9,15,4204.6,16043,155,0,1
n=8 r=960,960.0,15.8,9,10,3957.4,14302,176,0,1
n=8 r=960,960.0,15.8,9,11,4092.2,15026,173,1,1
n=8 r=960,960.0,15.8,9,11,4649.3,18051,165,1,1
n=8 r=960,960.0,15.8,9,16,4768.2,18306,171,3,1
n=8 r=960,960.0,15.8,9,11,4494.2,17021,174,0,1
n=8 r=960,960.0,15.8,9,11,3589.6,12613,169,2,1
n=8 r=960,960.0,15.8,9,11,3805.1,13831,165,1,1
n=8 r=960,960.0,15.8,9,14,4429.0,16770,168,2,1
n=8 r=960,960.0,15.8,9,14,4155.3,15546,163,2,1
n=8 r=960,960.0,15.8,9,15,4456.5,16643,177,0,1
n=8 r=960,960.0,15.8,9,13,4539.6,17183,174,1,1
n=8 r=960,960.0,15.8,9,10,4420.5,16612,176,0,1
n=8 r=960,960.0,15.8,9,13,3954.7,14918,151,3,1
n=8 r=960,960.0,15.8,9,12,5489.0,22030,172,0,1
n=8 r=960,960.0,15.8,9,12,4082.9,15199,165,1,1
n=8 r=960,960.0,15.8,9,15,4141.6,15408,165,1,1
n=8 r=960,960.0,15.8,9,10,4095.1,15171,170,0,1
n=8 r=960,960.0,15.8,9,11,4035.7,15179,159,0,1
n=8 r=960,960.0,15.8,9,10,4493.6,16743,183,2,1
n=8 r=960,960.0,15.8,9,14,4416.4,16472,175,3,1
n=8 r=960,960.0,15.8,9,10,3344.7,11498,166,2,1
n=8 r=960,960.0,15.8,9,13,4260.9,16144,162,1,1
n=8 r=960,960.0,15.8,9,13,3888.6,14253,163,1,1
n=8 r=960,960.0,15.8,9,10,3808.4,13982,161,2,1
n=8 r=960,960.0,15.8,9,10,4026.9,14754,172,1,1
n=8 r=960,960.0,15.8,9,13,4515.3,17212,168,3,1
n=8 r=960,960.0,15.8,9,15,5599.9,22344,177,1,1
n=8 r=960,960.0,15.8,9,11,3750.9,13544,166,0,1
n=8 r=960,960.0,15.8,9,12,4232.3,16146,158,1,1
n=8 r=960,960.0,15.8,9,11,3690.4,13152,168,2,1
n=8 r=960,960.0,15.8,9,11,3757.9,13124,180,2,1
n=8 r=960,960.0,15.8,9,16,4318.5,16462,159,0,1
n=8 r=960,960.0,15.8,9,12,3239.9,10750,173,0,1
n=8 r=960,960.0,15.8,9,10,3482.0,12255,165,0,1
n=8 r=960,960.0,15.8,9,10,4025.3,14811,170,0,1
n=8 r=960,960.0,15.8,9,13,4077.4,15427,156,0,1
n=8 r=960,960.0,15.8,9,15,4245.5,15522,178,2,1
n=8 r=960,960.0,15.8,9,16,4992.5,19997,153,1,1
n=8 r=960,960.0,15.8,9,14,4406.5,16767,165,1,1
n=8 r=960,960.0,15.8,9,11,4144.9,15129,178,2,1
n=8 r=960,960.0,15.8,9,16,4164.8,15619,161,1,1
n=8 r=960,960.0,15.8,9,15,4208.7,15714,166,1,1
n=8 r=960,960.0,15.8,9,10,3749.5,13352,173,0,1
n=8 r=960,960.0,15.8,9,14,4101.5,15342,162,0,1
n=8 r=960,960.0,15.8,9,11,4372.4,16412,173,2,1
n=8 r=960,960.0,15.8,9,13,4399.8,16394,176,3,1
n=8 r=960,960.0,15.8,9,13,3517.8,12744,152,0,1
n=8 r=960,960.0,15.8,9,13,4174.1,15275,176,2,1
n=8 r=960,960.0,15.8,9,12,3640.7,12984,165,1,1
n=8 r=960,960.0,15.8,9,16,4517.4,17012,173,2,1
n=8 r=960,960.0,15.8,9,12,3823.8,13914,165,0,1
n=8 r=960,960.0,15.8,9,16,4617.8,17879,160,3,1
n=8 r=960,960.0,15.8,9,16,4482.7,17109,164,2,1
n=8 r=960,960.0,15.8,9,13,4231.6,15778,170,0,1
n=8 r=960,960.0,15.8,9,16,4811.6,18818,162,1,1
n=8 r=960,960.0,15.8,9,12,4079.1,14886,175,0,1
n=8 r=960,960.0,15.8,9,16,4452.0,16815,169,1,1
n=8 r=960,960.0,15.8,9,12,3618.5,12887,165,0,1
n=8 r=960,960.0,15.8,9,15,4523.2,17021,174,3,1
n=8 r=960,960.0,15.8,9,11,3436.3,12032,164,0,1
n=8 r=960,960.0,15.8,9,13,4517.0,17205,170,0,1
n=8 r=960,960.0,15.8,9,16,4032.6,14783,167,1,1
n=8 r=960,960.0,15.8,9,15,5087.2,19811,176,1,1
n=8 r=960,960.0,15.8,9,12,3778.4,13667,165,1,1
n=8 r=960,960.0,15.8,9,10,3641.4,13532,149,0,1
n=8 r=960,960.0,15.8,9,11,3885.9,14249,165,0,1
n=8 r=960,960.0,15.8,9,14,4244.4,15987,163,2,1
n=8 r=960,960.0,15.8,9,11,4062.1,14875,173,1,1
n=8 r=960,960.0,15.8,9,16,5090.5,20037,168,1,1
n=8 r=960,960.0,15.8,9,16,4481.5,17017,166,3,1
n=8 r=960,960.0,15.8,9,13,4069.8,14784,176,0,1
n=8 r=960,960.0,15.8,9,12,3779.5,13522,170,1,1
n=8 r=960,960.0,15.8,9,10,3884.7,13924,176,1,1
n=8 r=960,960.0,15.8,9,11,4426.6,16818,169,1,1
n=8 r=960,960.0,15.8,9,10,3349.9,11714,161,0,1
n=8 r=960,960.0,15.8,9,11,4286.4,16082,170,1,1
n=8 r=960,960.0,15.8,9,16,3774.3,13746,159,0,1
n=8 r=960,960.0,15.8,9,13,3825.9,13929,163,2,1
n=8 r=960,960.0,15.8,9,16,4140.3,15442,160,6,1
n=8 r=960,960.0,15.8,9,16,4423.0,16870,162,2,1
n=8 r=960,960.0,15.8,9,15,3831.2,14026,160,0,1
n=8 r=960,960.0,15.8,9,10,3787.4,13572,172,0,1
n=8 r=960,960.0,15.8,9,16,4203.7,16039,153,2,1
n=8 r=960,960.0,15.8,9,16,3951.7,14219,172,2,1
n=8 r=960,960.0,15.8,9,15,4874.4,18687,177,3,1
n=8 r=960,960.0,15.8,9,16,4285.1,16030,168,0,1
n=8 r=960,960.0,15.8,9,13,4131.8,15429,165,0,1
n=8 r=960,960.0,15.8,9,12,4006.6,14613,172,0,1
n=8 r=960,960.0,15.8,9,15,4196.7,15514,170,3,1
n=8 r=960,960.0,15.8,9,12,3918.5,14717,153,1,1
n=8 r=960,960.0,15.8,9,11,3653.0,12830,173,1,1
n=8 r=960,960.0,15.8,9,15,4303.9,16350,159,4,1
n=8 r=960,960.0,15.8,9,14,4198.5,15723,165,1,1
n=8 r=960,960.0,15.8,9,15,3846.9,13939,165,1,1
n=8 r=960,960.0,15.8,9,15,4614.2,18011,157,1,1
n=8 r=960,960.0,15.8,9,16,4450.4,16482,180,1,1
n=8 r=960,960.0,15.8,9,16,4371.4,16462,167,2,1
n=8 r=960,960.0,15.8,9,10,4269.2,15671,182,1,1
n=8 r=960,960.0,15.8,9,10,3889.7,14158,169,1,1
n=8 r=960,960.0,15.8,9,16,5090.1,20140,162,6,1
n=8 r=960,960.0,15.8,9,12,3840.5,13948,166,1,1
n=8 r=960,960.0,15.8,9,14,4481.0,16835,175,1,1
n=8 r=960,960.0,15.8,9,12,4066.8,15084,166,1,1
n=8 r=960,960.0,15.8,9,16,4759.5,18433,166,2,1
n=8 r=960,960.0,15.8,9,10,3912.0,14375,166,0,1
n=8 r=960,960.0,15.8,9,14,3953.9,14709,158,1,1
n=8 r=960,960.0,15.8,9,10,4039.2,14606,179,1,1
n=8 r=960,960.0,15.8,9,12,4198.7,15553,172,2,1
n=8 r=960,960.0,15.8,9,14,4439.3,16412,181,4,1
n=8 r=960,960.0,15.8,9,13,3764.3,13922,154,0,1
n=8 r=960,960.0,15.8,9,12,4070.2,15051,167,2,1
n=8 r=960,960.0,15.8,9,14,4089.9,14939,172,3,1
n=8 r=960,960.0,15.8,9,10,4134.0,15515,165,0,1
n=8 r=960,960.0,15.8,9,16,4985.4,19362,173,1,1
n=8 r=960,960.0,15.8,9,10,3850.6,13958,169,1,1
n=8 r=960,960.0,15.8,9,16,4181.4,15812,158,0,1
n=8 r=960,960.0,15.8,9,12,3674.6,13098,166,3,1
n=8 r=960,960.0,15.8,9,15,4467.9,16894,170,1,1
n=8 r=960,960.0,15.8,9,15,4077.3,15177,162,1,1
n=8 r=960,960.0,15.8,9,15,3624.4,13482,143,1,1
n=8 r=960,960.0,15.8,9,15,4768.6,18473,167,2,1
n=8 r=960,960.0,15.8,9,12,4307.6,16543,158,0,1
n=8 r=960,960.0,15.8,9,14,4296.4,16287,162,2,1
n=8 r=960,960.0,15.8,9,12,3752.1,13310,173,0,1
n=8 r=960,960.0,15.8,9,16,4352.8,16334,168,2,1
n=8 r=960,960.0,15.8,9,10,3689.4,13092,171,1,1
n=8 r=960,960.0,15.8,9,15,4052.2,15161,159,0,1
n=8 r=960,960.0,15.8,9,11,4474.0,17280,162,0,1
n=8 r=960,960.0,15.8,9,11,3582.3,12822,162,0,1
n=8 r=960,960.0,15.8,9,10,3373.5,11802,162,0,1
n=8 r=960,960.0,15.8,9,14,4354.3,16376,169,1,1
n=8 r=960,960.0,15.8,9,12,4195.6,15428,176,1,1
n=8 r=960,960.0,15.8,9,10,3705.1,13101,174,0,1
n=8 r=960,960.0,15.8,9,13,3920.4,14282,168,0,1
n=8 r=960,960.0,15.8,9,11,3286.4,11282,164,0,1
n=8 r=960,960.0,15.8,9,16,3960.7,14563,162,1,1
n=8 r=960,960.0,15.8,9,16,3805.7,13994,155,2,1
n=8 r=960,960.0,15.8,9,12,3856.2,14326,156,1,1
n=8 r=960,960.0,15.8,9,14,4143.0,15370,167,2,1
n=8 r=960,960.0,15.8,9,10,3605.0,12965,161,1,1
n=8 r=960,960.0,15.8,9,16,4841.6,18638,172,4,1
n=8 r=960,960.0,15.8,9,15,4443.3,17151,156,3,1
n=8 r=960,960.0,15.8,9,16,4067.9,15070,162,4,1
n=8 r=960,960.0,15.8,9,14,3696.1,13266,163,1,1
n=8 r=960,960.0,15.8,9,10,3690.3,13326,164,0,1
n=8 r=960,960.0,15.8,9,10,4872.8,18924,174,1,1
n=8 r=960,960.0,15.8,9,16,4139.9,15549,159,1,1
n=8 r=960,960.0,15.8,9,14,4046.0,15170,158,1,1
n=8 r=960,960.0,15.8,9,10,3925.8,14324,170,0,1
n=8 r=960,960.0,15.8,9,14,4375.1,16591,166,0,1
n=8 r=960,960.0,15.8,9,14,4013.7,15099,155,1,1
n=8 r=960,960.0,15.8,9,10,3885.5,14463,158,1,1
n=8 r=960,960.0,15.8,9,14,4468.6,17058,166,0,1
n=8 r=960,960.0,15.8,9,14,4384.2,16356,173,5,1
n=8 r=960,960.0,15.8,9,11,3755.6,13548,166,1,1
n=8 r=960,960.0,15.8,9,15,4428.6,17108,156,1,1
