# n=8 半径扫描: 逐案
arm,r,margin_m,k,n_src,T,dist,meas,fail,full
n=8 r=985,985.0,33.5,9,13,3988.6,14723,164,1,1
n=8 r=985,985.0,33.5,9,12,4467.4,17027,168,1,1
n=8 r=985,985.0,33.5,9,10,3863.0,14245,161,2,1
n=8 r=985,985.0,33.5,9,11,3913.4,14507,161,0,1
n=8 r=985,985.0,33.5,9,10,3488.3,12301,164,1,1
n=8 r=985,985.0,33.5,9,14,4162.6,15543,165,1,1
n=8 r=985,985.0,33.5,9,16,4200.4,15602,167,2,1
n=8 r=985,985.0,33.5,9,11,3928.0,14295,170,1,1
n=8 r=985,985.0,33.5,9,13,4911.6,19228,168,1,1
n=8 r=985,985.0,33.5,9,15,4209.8,15364,177,3,1
n=8 r=985,985.0,33.5,9,15,4613.9,18040,156,1,1
n=8 r=985,985.0,33.5,9,15,3977.1,14780,159,0,1
n=8 r=985,985.0,33.5,9,15,4885.4,18632,179,6,1
n=8 r=985,985.0,33.5,9,11,4094.5,14788,180,4,1
n=8 r=985,985.0,33.5,9,11,4006.4,14967,161,0,1
n=8 r=985,985.0,33.5,9,15,3902.7,14503,156,0,1
n=8 r=985,985.0,33.5,9,14,4169.3,15216,176,3,1
n=8 r=985,985.0,33.5,9,13,3819.4,14032,159,1,1
n=8 r=985,985.0,33.5,9,10,4252.3,15867,173,0,1
n=8 r=985,985.0,33.5,9,16,4278.3,16086,163,4,1
n=8 r=985,985.0,33.5,9,13,4694.2,18431,158,1,1
n=8 r=985,985.0,33.5,9,12,3747.4,13512,165,1,1
n=8 r=985,985.0,33.5,9,15,4527.9,17330,166,0,1
n=8 r=985,985.0,33.5,9,14,3962.8,14584,164,0,1
n=8 r=985,985.0,33.5,9,13,3601.9,12734,166,1,1
n=8 r=985,985.0,33.5,9,14,4207.1,15466,175,1,1
n=8 r=985,985.0,33.5,9,15,4294.3,15867,174,4,1
n=8 r=985,985.0,33.5,9,16,5116.0,20300,163,2,1
n=8 r=985,985.0,33.5,9,12,3706.5,13268,167,0,1
n=8 r=985,985.0,33.5,9,13,3996.4,14712,165,2,1
n=8 r=985,985.0,33.5,9,12,3788.9,13674,167,0,1
n=8 r=985,985.0,33.5,9,16,4499.4,16967,172,1,1
n=8 r=985,985.0,33.5,9,16,4564.3,17086,179,1,1
n=8 r=985,985.0,33.5,9,15,4446.2,16926,164,3,1
n=8 r=985,985.0,33.5,9,11,3756.7,13169,179,1,1
n=8 r=985,985.0,33.5,9,16,4439.3,16816,167,1,1
n=8 r=985,985.0,33.5,9,14,4462.2,16931,168,2,1
n=8 r=985,985.0,33.5,9,11,4241.9,15724,174,2,1
n=8 r=985,985.0,33.5,9,11,4402.5,16532,175,0,1
n=8 r=985,985.0,33.5,9,16,4796.0,18420,172,3,1
n=8 r=985,985.0,33.5,9,16,4304.2,16216,165,0,1
n=8 r=985,985.0,33.5,9,16,4075.7,15313,157,0,1
n=8 r=985,985.0,33.5,9,16,4095.0,15200,163,2,1
n=8 r=985,985.0,33.5,9,16,4286.6,16223,160,3,1
n=8 r=985,985.0,33.5,9,11,4388.1,16580,171,0,1
n=8 r=985,985.0,33.5,9,11,4307.7,16203,169,2,1
n=8 r=985,985.0,33.5,9,10,3662.7,12974,171,0,1
n=8 r=985,985.0,33.5,9,15,3890.5,14853,142,1,1
n=8 r=985,985.0,33.5,9,16,4566.5,17587,163,0,1
n=8 r=985,985.0,33.5,9,12,3798.6,13693,168,0,1
n=8 r=985,985.0,33.5,9,15,4136.0,15350,166,1,1
n=8 r=985,985.0,33.5,9,13,3830.5,14112,158,1,1
n=8 r=985,985.0,33.5,9,12,4223.4,15967,162,2,1
n=8 r=985,985.0,33.5,9,12,4639.6,17618,177,1,1
n=8 r=985,985.0,33.5,9,15,4405.4,16747,165,0,1
n=8 r=985,985.0,33.5,9,10,4005.7,14633,173,0,1
n=8 r=985,985.0,33.5,9,11,3930.8,14604,160,1,1
n=8 r=985,985.0,33.5,9,16,4308.0,16310,162,1,1
n=8 r=985,985.0,33.5,9,16,4501.2,16841,175,4,1
n=8 r=985,985.0,33.5,9,10,3602.4,12747,168,1,1
n=8 r=985,985.0,33.5,9,13,4013.1,15056,157,1,1
n=8 r=985,985.0,33.5,9,10,3667.0,13115,167,0,1
n=8 r=985,985.0,33.5,9,13,3925.7,14203,171,1,1
n=8 r=985,985.0,33.5,9,10,3854.1,14040,167,1,1
n=8 r=985,985.0,33.5,9,12,4195.4,15547,172,1,1
n=8 r=985,985.0,33.5,9,10,3922.7,14094,177,0,1
n=8 r=985,985.0,33.5,9,12,4351.1,16521,165,2,1
n=8 r=985,985.0,33.5,9,15,4008.0,14905,159,2,1
n=8 r=985,985.0,33.5,9,12,3877.1,14116,166,2,1
n=8 r=985,985.0,33.5,9,13,4280.4,16002,170,1,1
n=8 r=985,985.0,33.5,9,15,4161.0,15585,162,2,1
n=8 r=985,985.0,33.5,9,14,4040.9,15089,160,0,1
n=8 r=985,985.0,33.5,9,10,3722.5,13513,163,0,1
n=8 r=985,985.0,33.5,9,13,4205.6,15793,165,0,1
n=8 r=985,985.0,33.5,9,12,3426.6,11673,173,1,1
n=8 r=985,985.0,33.5,9,11,3921.8,14354,167,1,1
n=8 r=985,985.0,33.5,9,10,4074.8,14949,174,0,1
n=8 r=985,985.0,33.5,9,13,3692.9,13325,162,0,1
n=8 r=985,985.0,33.5,9,14,4006.4,15012,156,2,1
n=8 r=985,985.0,33.5,9,15,3773.5,13528,167,0,1
n=8 r=985,985.0,33.5,9,13,4112.0,15210,169,0,1
n=8 r=985,985.0,33.5,9,13,4215.0,15660,170,2,1
n=8 r=985,985.0,33.5,9,10,3549.1,12785,158,1,1
n=8 r=985,985.0,33.5,9,14,4041.0,15070,161,0,1
n=8 r=985,985.0,33.5,9,12,4002.2,14736,167,0,1
n=8 r=985,985.0,33.5,9,16,4446.8,16779,170,0,1
n=8 r=985,985.0,33.5,9,13,4087.0,15505,154,2,1
n=8 r=985,985.0,33.5,9,13,4106.1,15076,172,1,1
n=8 r=985,985.0,33.5,9,15,4197.2,15871,159,1,1
n=8 r=985,985.0,33.5,9,11,4036.8,14614,178,0,1
n=8 r=985,985.0,33.5,9,15,4366.3,16551,165,0,1
n=8 r=985,985.0,33.5,9,15,4615.5,17657,169,1,1
n=8 r=985,985.0,33.5,9,14,3815.8,14034,157,2,1
n=8 r=985,985.0,33.5,9,16,3913.1,14625,152,1,1
n=8 r=985,985.0,33.5,9,12,3927.9,14535,161,1,1
n=8 r=985,985.0,33.5,9,11,3994.9,14540,173,1,1
n=8 r=985,985.0,33.5,9,13,4046.2,14776,171,2,1
n=8 r=985,985.0,33.5,9,15,4562.7,17318,171,2,1
n=8 r=985,985.0,33.5,9,10,3527.1,12556,162,1,1
n=8 r=985,985.0,33.5,9,13,3789.4,14137,151,0,1
n=8 r=985,985.0,33.5,9,16,4551.5,17283,170,1,1
n=8 r=985,985.0,33.5,9,11,3654.7,13109,164,1,1
n=8 r=985,985.0,33.5,9,11,4002.4,14572,173,1,1
n=8 r=985,985.0,33.5,9,15,4243.3,16162,157,1,1
n=8 r=985,985.0,33.5,9,10,3825.3,13702,174,0,1
n=8 r=985,985.0,33.5,9,13,3907.5,14298,165,0,1
n=8 r=985,985.0,33.5,9,11,4182.1,15440,174,1,1
n=8 r=985,985.0,33.5,9,11,4084.0,15060,171,0,1
n=8 r=985,985.0,33.5,9,13,3917.1,14236,169,0,1
n=8 r=985,985.0,33.5,9,11,4132.4,15447,165,1,1
n=8 r=985,985.0,33.5,9,10,3907.5,14203,171,0,1
n=8 r=985,985.0,33.5,9,13,4093.7,15078,170,0,1
n=8 r=985,985.0,33.5,9,15,4128.8,15254,168,1,1
n=8 r=985,985.0,33.5,9,11,3792.6,13643,169,1,1
n=8 r=985,985.0,33.5,9,11,3734.3,13497,164,2,1
n=8 r=985,985.0,33.5,9,10,3748.7,13209,177,1,1
n=8 r=985,985.0,33.5,9,12,4142.3,15327,170,2,1
n=8 r=985,985.0,33.5,9,10,4471.3,17027,170,2,1
n=8 r=985,985.0,33.5,9,14,3686.8,13734,146,1,1
n=8 r=985,985.0,33.5,9,16,4266.3,16112,162,0,1
n=8 r=985,985.0,33.5,9,11,3965.3,14856,158,0,1
n=8 r=985,985.0,33.5,9,15,4158.7,15313,171,1,1
n=8 r=985,985.0,33.5,9,14,4139.3,15631,158,1,1
n=8 r=985,985.0,33.5,9,11,3602.5,12952,161,0,1
n=8 r=985,985.0,33.5,9,13,4082.9,14790,178,0,1
n=8 r=985,985.0,33.5,9,10,4008.7,15023,160,1,1
n=8 r=985,985.0,33.5,9,12,3948.8,14389,169,2,1
n=8 r=985,985.0,33.5,9,11,4075.2,15106,168,0,1
n=8 r=985,985.0,33.5,9,13,4145.3,15402,168,0,1
n=8 r=985,985.0,33.5,9,14,3748.1,13795,154,1,1
n=8 r=985,985.0,33.5,9,12,4289.4,15732,181,2,1
n=8 r=985,985.0,33.5,9,10,4601.4,17667,170,2,1
n=8 r=985,985.0,33.5,9,16,4597.0,17355,173,6,1
n=8 r=985,985.0,33.5,9,14,3592.6,13093,151,2,1
n=8 r=985,985.0,33.5,9,11,4165.3,15407,173,0,1
n=8 r=985,985.0,33.5,9,14,4233.7,15704,172,0,1
n=8 r=985,985.0,33.5,9,11,3932.8,14769,155,1,1
n=8 r=985,985.0,33.5,9,16,4197.7,15573,168,1,1
n=8 r=985,985.0,33.5,9,15,4652.1,18110,160,1,1
n=8 r=985,985.0,33.5,9,14,4315.2,15946,177,1,1
n=8 r=985,985.0,33.5,9,11,4464.5,17213,162,1,1
n=8 r=985,985.0,33.5,9,11,4624.6,17628,175,1,1
n=8 r=985,985.0,33.5,9,15,3982.1,14735,161,1,1
n=8 r=985,985.0,33.5,9,13,4504.3,17082,172,0,1
n=8 r=985,985.0,33.5,9,14,4135.6,15578,159,1,1
n=8 r=985,985.0,33.5,9,16,4458.3,16822,170,1,1
n=8 r=985,985.0,33.5,9,11,3656.4,13097,164,2,1
n=8 r=985,985.0,33.5,9,11,3843.6,13873,170,1,1
n=8 r=985,985.0,33.5,9,15,4288.8,16414,156,1,1
n=8 r=985,985.0,33.5,9,13,3747.5,13417,168,0,1
n=8 r=985,985.0,33.5,9,14,4459.1,16776,173,1,1
n=8 r=985,985.0,33.5,9,11,3979.6,14598,169,0,1
n=8 r=985,985.0,33.5,9,11,3586.7,12424,175,2,1
n=8 r=985,985.0,33.5,9,10,3985.4,14552,171,3,1
n=8 r=985,985.0,33.5,9,14,4022.6,14858,165,0,1
n=8 r=985,985.0,33.5,9,13,3716.9,13679,153,2,1
n=8 r=985,985.0,33.5,9,15,4018.3,15106,154,2,1
n=8 r=985,985.0,33.5,9,12,3963.8,14419,171,1,1
n=8 r=985,985.0,33.5,9,16,4400.1,16725,163,2,1
n=8 r=985,985.0,33.5,9,10,3562.4,12627,166,0,1
n=8 r=985,985.0,33.5,9,13,3991.9,14429,175,0,1
n=8 r=985,985.0,33.5,9,16,4166.8,15489,165,3,1
n=8 r=985,985.0,33.5,9,10,3568.1,12801,161,0,1
n=8 r=985,985.0,33.5,9,10,3781.9,13845,162,0,1
n=8 r=985,985.0,33.5,9,14,4112.6,15618,154,1,1
n=8 r=985,985.0,33.5,9,15,4427.9,16860,164,2,1
n=8 r=985,985.0,33.5,9,11,3795.4,13497,175,0,1
n=8 r=985,985.0,33.5,9,13,4964.7,19549,166,1,1
n=8 r=985,985.0,33.5,9,15,3966.3,14731,159,0,1
n=8 r=985,985.0,33.5,9,12,3977.6,14628,166,1,1
n=8 r=985,985.0,33.5,9,16,3996.0,15150,149,0,1
n=8 r=985,985.0,33.5,9,11,5105.4,19852,180,3,1
n=8 r=985,985.0,33.5,9,10,3675.4,13072,169,2,1
n=8 r=985,985.0,33.5,9,15,3974.8,14714,161,0,1
n=8 r=985,985.0,33.5,9,15,3609.8,12949,159,0,1
n=8 r=985,985.0,33.5,9,16,3850.6,14158,158,0,1
n=8 r=985,985.0,33.5,9,16,5011.6,19903,159,2,1
n=8 r=985,985.0,33.5,9,11,3922.5,14093,176,1,1
n=8 r=985,985.0,33.5,9,13,4213.0,16130,153,4,1
n=8 r=985,985.0,33.5,9,16,4400.7,17014,154,1,1
n=8 r=985,985.0,33.5,9,10,4256.0,15945,171,0,1
n=8 r=985,985.0,33.5,9,10,4192.6,15538,174,0,1
n=8 r=985,985.0,33.5,9,11,4006.4,14597,173,1,1
n=8 r=985,985.0,33.5,9,13,3885.0,13950,171,4,1
n=8 r=985,985.0,33.5,9,13,4413.6,16688,170,0,1
n=8 r=985,985.0,33.5,9,13,4482.6,17213,163,2,1
n=8 r=985,985.0,33.5,9,16,4338.8,16384,164,2,1
n=8 r=985,985.0,33.5,9,16,4773.9,18514,165,3,1
n=8 r=985,985.0,33.5,9,10,3668.1,13066,169,0,1
n=8 r=985,985.0,33.5,9,10,3736.2,13431,168,0,1
n=8 r=985,985.0,33.5,9,11,3840.6,13793,172,1,1
n=8 r=985,985.0,33.5,9,10,3986.2,14716,166,2,1
n=8 r=985,985.0,33.5,9,16,4185.7,15514,167,3,1
n=8 r=985,985.0,33.5,9,12,3747.1,13635,161,1,1
n=8 r=985,985.0,33.5,9,12,3878.8,13984,171,2,1
n=8 r=985,985.0,33.5,9,14,4394.2,16936,157,1,1
n=8 r=985,985.0,33.5,9,14,4241.7,15563,178,0,1
n=8 r=985,985.0,33.5,9,15,4517.1,17266,166,1,1
n=8 r=985,985.0,33.5,9,16,4210.0,16025,154,3,1
n=8 r=985,985.0,33.5,9,14,3974.8,14764,160,0,1
n=8 r=985,985.0,33.5,9,15,4714.5,18202,167,2,1
n=8 r=985,985.0,33.5,9,14,3633.1,12731,170,2,1
n=8 r=985,985.0,33.5,9,12,4397.4,16467,175,1,1
n=8 r=985,985.0,33.5,9,10,4048.6,15238,160,0,1
n=8 r=985,985.0,33.5,9,16,4402.4,16477,171,3,1
n=8 r=985,985.0,33.5,9,13,3982.4,14442,172,2,1
n=8 r=985,985.0,33.5,9,10,3453.9,12229,161,0,1
n=8 r=985,985.0,33.5,9,10,3527.0,12480,165,0,1
n=8 r=985,985.0,33.5,9,16,4521.7,17344,163,1,1
n=8 r=985,985.0,33.5,9,11,3430.2,11701,174,0,1
n=8 r=985,985.0,33.5,9,10,3494.3,12256,166,2,1
n=8 r=985,985.0,33.5,9,10,3720.2,13596,160,0,1
n=8 r=985,985.0,33.5,9,16,4001.4,14982,155,1,1
n=8 r=985,985.0,33.5,9,12,3736.1,13411,167,0,1
n=8 r=985,985.0,33.5,9,14,4759.5,18013,181,3,1
n=8 r=985,985.0,33.5,9,14,4106.1,15250,164,3,1
n=8 r=985,985.0,33.5,9,10,3649.7,12939,169,2,1
n=8 r=985,985.0,33.5,9,16,4391.8,16509,168,3,1
n=8 r=985,985.0,33.5,9,14,3805.3,13952,159,0,1
n=8 r=985,985.0,33.5,9,14,4968.8,19334,173,1,1
n=8 r=985,985.0,33.5,9,13,4009.0,14685,169,0,1
n=8 r=985,985.0,33.5,9,11,3454.3,11936,170,0,1
n=8 r=985,985.0,33.5,9,16,3926.8,14614,155,1,1
n=8 r=985,985.0,33.5,9,11,3631.7,12903,167,1,1
n=8 r=985,985.0,33.5,9,13,4200.4,15682,168,0,1
n=8 r=985,985.0,33.5,9,12,3912.5,14117,173,0,1
n=8 r=985,985.0,33.5,9,15,3708.7,13673,151,0,1
n=8 r=985,985.0,33.5,9,10,4005.3,14541,176,0,1
n=8 r=985,985.0,33.5,9,16,4560.1,17210,174,1,1
n=8 r=985,985.0,33.5,9,16,4341.2,16666,156,0,1
n=8 r=985,985.0,33.5,9,16,4157.6,15723,157,0,1
n=8 r=985,985.0,33.5,9,12,3931.9,14424,166,0,1
n=8 r=985,985.0,33.5,9,14,4004.3,14942,158,2,1
n=8 r=985,985.0,33.5,9,11,3958.0,14640,164,0,1
n=8 r=985,985.0,33.5,9,12,4204.7,15953,159,3,1
n=8 r=985,985.0,33.5,9,12,4246.7,15788,173,0,1
n=8 r=985,985.0,33.5,9,11,3933.7,14219,174,0,1
n=8 r=985,985.0,33.5,9,13,4141.2,15476,165,0,1
n=8 r=985,985.0,33.5,9,14,4167.2,15491,166,4,1
n=8 r=985,985.0,33.5,9,13,4114.9,15135,171,2,1
n=8 r=985,985.0,33.5,9,12,4106.5,14932,177,2,1
n=8 r=985,985.0,33.5,9,15,4326.3,16332,165,1,1
n=8 r=985,985.0,33.5,9,11,4004.1,14750,168,0,1
n=8 r=985,985.0,33.5,9,15,4265.8,16274,157,1,1
n=8 r=985,985.0,33.5,9,10,4028.9,14570,178,2,1
n=8 r=985,985.0,33.5,9,11,4074.8,14969,172,1,1
n=8 r=985,985.0,33.5,9,11,4845.2,19031,165,1,1
n=8 r=985,985.0,33.5,9,16,4774.9,18405,170,1,1
n=8 r=985,985.0,33.5,9,11,4531.2,17161,175,1,1
n=8 r=985,985.0,33.5,9,11,3605.1,12696,169,2,1
n=8 r=985,985.0,33.5,9,11,3823.0,13915,165,1,1
n=8 r=985,985.0,33.5,9,14,4358.0,16400,168,3,1
n=8 r=985,985.0,33.5,9,14,4215.1,15920,161,1,1
n=8 r=985,985.0,33.5,9,15,4599.0,17505,172,0,1
n=8 r=985,985.0,33.5,9,13,4555.8,17209,174,4,1
n=8 r=985,985.0,33.5,9,10,4440.9,16875,170,1,1
n=8 r=985,985.0,33.5,9,13,3802.1,14090,154,1,1
n=8 r=985,985.0,33.5,9,12,5548.1,22250,174,1,1
n=8 r=985,985.0,33.5,9,12,4118.5,15123,173,2,1
n=8 r=985,985.0,33.5,9,15,4145.9,15480,164,0,1
n=8 r=985,985.0,33.5,9,10,4125.9,15280,171,1,1
n=8 r=985,985.0,33.5,9,11,4119.4,15432,163,3,1
n=8 r=985,985.0,33.5,9,10,4560.2,17076,183,2,1
n=8 r=985,985.0,33.5,9,14,4474.3,16691,177,4,1
n=8 r=985,985.0,33.5,9,10,3331.4,11507,164,1,1
n=8 r=985,985.0,33.5,9,13,4309.4,16342,164,0,1
n=8 r=985,985.0,33.5,9,13,3947.2,14571,162,1,1
n=8 r=985,985.0,33.5,9,10,3848.2,14101,163,3,1
n=8 r=985,985.0,33.5,9,10,4066.0,14865,174,3,1
n=8 r=985,985.0,33.5,9,13,4583.5,17583,167,3,1
n=8 r=985,985.0,33.5,9,15,5554.3,22162,176,0,1
n=8 r=985,985.0,33.5,9,11,3783.1,13675,167,0,1
n=8 r=985,985.0,33.5,9,12,4275.7,16369,158,1,1
n=8 r=985,985.0,33.5,9,11,3717.2,13341,167,0,1
n=8 r=985,985.0,33.5,9,11,3772.1,13240,179,1,1
n=8 r=985,985.0,33.5,9,16,4367.9,16604,162,1,1
n=8 r=985,985.0,33.5,9,12,3285.8,10949,174,0,1
n=8 r=985,985.0,33.5,9,10,3261.6,11483,153,2,1
n=8 r=985,985.0,33.5,9,10,4057.5,14972,170,0,1
n=8 r=985,985.0,33.5,9,13,4245.1,15890,167,3,1
n=8 r=985,985.0,33.5,9,15,4252.0,15830,170,0,1
n=8 r=985,985.0,33.5,9,16,5037.9,20230,153,1,1
n=8 r=985,985.0,33.5,9,14,4170.2,15746,160,0,1
n=8 r=985,985.0,33.5,9,11,4132.9,15155,176,0,1
n=8 r=985,985.0,33.5,9,16,4125.1,15385,162,1,1
n=8 r=985,985.0,33.5,9,15,4242.2,15851,166,3,1
n=8 r=985,985.0,33.5,9,10,3756.2,13341,174,1,1
n=8 r=985,985.0,33.5,9,14,4288.7,16249,163,0,1
n=8 r=985,985.0,33.5,9,11,4370.6,16448,172,1,1
n=8 r=985,985.0,33.5,9,13,4440.0,16610,176,2,1
n=8 r=985,985.0,33.5,9,13,3553.4,12892,153,0,1
n=8 r=985,985.0,33.5,9,13,4282.7,15864,175,1,1
n=8 r=985,985.0,33.5,9,12,3658.6,13073,165,1,1
n=8 r=985,985.0,33.5,9,16,4558.3,17172,174,3,1
n=8 r=985,985.0,33.5,9,12,3865.2,14121,165,0,1
n=8 r=985,985.0,33.5,9,16,4628.2,17951,160,2,1
n=8 r=985,985.0,33.5,9,16,4453.5,17082,161,0,1
n=8 r=985,985.0,33.5,9,13,4261.1,15880,171,1,1
n=8 r=985,985.0,33.5,9,16,4877.3,19246,158,2,1
n=8 r=985,985.0,33.5,9,12,4124.7,15064,176,1,1
n=8 r=985,985.0,33.5,9,16,4515.9,17090,170,2,1
n=8 r=985,985.0,33.5,9,12,3661.8,13054,166,1,1
n=8 r=985,985.0,33.5,9,15,4566.6,17278,173,2,1
n=8 r=985,985.0,33.5,9,11,3476.2,12231,164,0,1
n=8 r=985,985.0,33.5,9,13,4590.6,17483,172,2,1
n=8 r=985,985.0,33.5,9,16,4173.3,15547,165,1,1
n=8 r=985,985.0,33.5,9,15,4904.0,18820,178,2,1
n=8 r=985,985.0,33.5,9,12,3865.2,13901,172,1,1
n=8 r=985,985.0,33.5,9,10,3355.3,12117,148,1,1
n=8 r=985,985.0,33.5,9,11,3956.0,14480,168,2,1
n=8 r=985,985.0,33.5,9,14,4281.6,16103,165,3,1
n=8 r=985,985.0,33.5,9,11,4107.3,15026,175,2,1
n=8 r=985,985.0,33.5,9,16,5101.8,20004,170,3,1
n=8 r=985,985.0,33.5,9,16,4526.4,17147,169,4,1
n=8 r=985,985.0,33.5,9,13,3825.3,13712,171,0,1
n=8 r=985,985.0,33.5,9,12,3858.2,13986,168,0,1
n=8 r=985,985.0,33.5,9,10,3925.1,14126,176,1,1
n=8 r=985,985.0,33.5,9,11,4467.0,17020,169,1,1
n=8 r=985,985.0,33.5,9,10,3386.1,11846,162,1,1
n=8 r=985,985.0,33.5,9,11,4329.4,16257,171,2,1
n=8 r=985,985.0,33.5,9,16,3860.1,13965,165,2,1
n=8 r=985,985.0,33.5,9,13,3817.8,13949,162,0,1
n=8 r=985,985.0,33.5,9,16,4121.3,15541,156,1,1
n=8 r=985,985.0,33.5,9,16,4443.8,16989,162,1,1
n=8 r=985,985.0,33.5,9,15,3873.7,14238,160,0,1
n=8 r=985,985.0,33.5,9,10,3842.1,13801,173,1,1
n=8 r=985,985.0,33.5,9,16,4316.5,16638,152,2,1
n=8 r=985,985.0,33.5,9,16,3795.4,13487,170,2,1
n=8 r=985,985.0,33.5,9,15,4905.0,18870,177,1,1
n=8 r=985,985.0,33.5,9,16,4352.9,16189,173,2,1
n=8 r=985,985.0,33.5,9,13,4182.3,15596,167,2,1
n=8 r=985,985.0,33.5,9,12,4097.9,14939,176,1,1
n=8 r=985,985.0,33.5,9,15,4209.2,15616,169,2,1
n=8 r=985,985.0,33.5,9,12,3946.5,14902,152,0,1
n=8 r=985,985.0,33.5,9,11,3670.9,12965,172,0,1
n=8 r=985,985.0,33.5,9,15,4329.2,16496,159,3,1
n=8 r=985,985.0,33.5,9,14,4205.6,15758,165,1,1
n=8 r=985,985.0,33.5,9,15,3872.9,14114,164,0,1
n=8 r=985,985.0,33.5,9,15,4655.4,18172,158,2,1
n=8 r=985,985.0,33.5,9,16,4553.0,17085,177,1,1
n=8 r=985,985.0,33.5,9,16,4442.8,16724,169,4,1
n=8 r=985,985.0,33.5,9,10,4302.1,15875,181,0,1
n=8 r=985,985.0,33.5,9,10,3936.4,14392,169,1,1
n=8 r=985,985.0,33.5,9,16,5072.2,20271,157,1,1
n=8 r=985,985.0,33.5,9,12,3634.2,12966,165,0,1
n=8 r=985,985.0,33.5,9,14,4534.1,17071,176,1,1
n=8 r=985,985.0,33.5,9,12,4105.9,15235,167,2,1
n=8 r=985,985.0,33.5,9,16,4753.0,18490,164,0,1
n=8 r=985,985.0,33.5,9,10,3943.0,14485,167,1,1
n=8 r=985,985.0,33.5,9,14,3959.9,14785,157,0,1
n=8 r=985,985.0,33.5,9,10,4063.8,14774,178,0,1
n=8 r=985,985.0,33.5,9,12,4228.8,15744,171,1,1
n=8 r=985,985.0,33.5,9,14,4446.2,16721,173,1,1
n=8 r=985,985.0,33.5,9,13,3830.7,14249,153,3,1
n=8 r=985,985.0,33.5,9,12,4110.0,15195,168,4,1
n=8 r=985,985.0,33.5,9,14,4071.3,14977,169,0,1
n=8 r=985,985.0,33.5,9,10,4168.3,15582,168,1,1
n=8 r=985,985.0,33.5,9,16,5054.3,19762,170,3,1
n=8 r=985,985.0,33.5,9,10,3892.5,13873,179,1,1
n=8 r=985,985.0,33.5,9,16,4224.7,15954,160,1,1
n=8 r=985,985.0,33.5,9,12,3725.1,13265,168,4,1
n=8 r=985,985.0,33.5,9,15,4482.2,16966,170,1,1
n=8 r=985,985.0,33.5,9,15,3950.4,14677,158,0,1
n=8 r=985,985.0,33.5,9,15,3722.6,13823,148,1,1
n=8 r=985,985.0,33.5,9,15,4784.2,18641,165,0,1
n=8 r=985,985.0,33.5,9,12,4368.0,16800,159,1,1
n=8 r=985,985.0,33.5,9,14,4337.3,16462,163,2,1
n=8 r=985,985.0,33.5,9,12,3769.4,13397,173,0,1
n=8 r=985,985.0,33.5,9,16,4349.9,16369,167,1,1
n=8 r=985,985.0,33.5,9,10,3699.3,13191,170,0,1
n=8 r=985,985.0,33.5,9,15,4085.0,15325,159,0,1
n=8 r=985,985.0,33.5,9,11,4553.2,17586,165,0,1
n=8 r=985,985.0,33.5,9,11,3621.6,12973,163,1,1
n=8 r=985,985.0,33.5,9,10,3438.4,12052,164,1,1
n=8 r=985,985.0,33.5,9,14,4401.1,16580,170,1,1
n=8 r=985,985.0,33.5,9,12,4242.0,15615,177,2,1
n=8 r=985,985.0,33.5,9,10,3742.4,13242,175,1,1
n=8 r=985,985.0,33.5,9,13,4077.8,14929,171,3,1
n=8 r=985,985.0,33.5,9,11,3315.0,11455,163,0,1
n=8 r=985,985.0,33.5,9,16,4012.4,14642,168,1,1
n=8 r=985,985.0,33.5,9,16,3863.3,14242,155,4,1
n=8 r=985,985.0,33.5,9,12,3899.4,14537,156,1,1
n=8 r=985,985.0,33.5,9,14,4170.0,15550,166,1,1
n=8 r=985,985.0,33.5,9,10,3621.4,13017,162,1,1
n=8 r=985,985.0,33.5,9,16,4778.4,18667,162,1,1
n=8 r=985,985.0,33.5,9,15,4425.7,17129,155,1,1
n=8 r=985,985.0,33.5,9,16,4290.4,16037,167,3,1
n=8 r=985,985.0,33.5,9,14,3703.8,13274,164,1,1
n=8 r=985,985.0,33.5,9,10,3725.0,13500,164,0,1
n=8 r=985,985.0,33.5,9,10,4874.7,19038,171,0,1
n=8 r=985,985.0,33.5,9,16,4215.1,15801,162,3,1
n=8 r=985,985.0,33.5,9,14,4088.3,15341,159,2,1
n=8 r=985,985.0,33.5,9,10,3965.9,14525,170,0,1
n=8 r=985,985.0,33.5,9,14,4431.7,16828,167,1,1
n=8 r=985,985.0,33.5,9,14,4062.4,15277,157,1,1
n=8 r=985,985.0,33.5,9,10,3919.3,14632,158,1,1
n=8 r=985,985.0,33.5,9,14,4527.6,17263,168,2,1
n=8 r=985,985.0,33.5,9,14,4231.1,15826,167,1,1
n=8 r=985,985.0,33.5,9,11,3800.8,13774,166,1,1
n=8 r=985,985.0,33.5,9,15,4473.7,17339,156,1,1
n=8 r=985,985.0,33.5,9,14,4666.6,18303,157,1,1
n=8 r=985,985.0,33.5,9,14,4121.6,15353,165,0,1
n=8 r=985,985.0,33.5,9,16,4052.7,15163,158,0,1
n=8 r=985,985.0,33.5,9,12,3856.6,14043,165,2,1
n=8 r=985,985.0,33.5,9,10,4322.7,16144,175,1,1
n=8 r=985,985.0,33.5,9,13,4333.9,16184,173,1,1
n=8 r=985,985.0,33.5,9,15,3849.9,14064,161,2,1
n=8 r=985,985.0,33.5,9,15,4786.6,18718,161,3,1
n=8 r=985,985.0,33.5,9,16,4028.0,15115,154,2,1
n=8 r=985,985.0,33.5,9,11,3840.1,14006,165,1,1
