# 问题三 权衡分析逐案明细(同一场景 + 固定误差场; need = 基础扫描后需补测频道数, 运行时可观测)
k,n_src,need_base6,T_base6,T_aux9,T_adopted,dT_adopted,dT_aux9,cov_base6,cov_adopted,sup_base6,sup_adopted,fired,resolved
785,12,1,4229.9,4972.0,4311.3,81.4,742.1,1612.0,2152.9,429.3,0.0,True,1
786,14,5,6302.0,6848.1,4780.3,-1521.7,546.1,2036.6,2468.4,1167.2,66.0,True,3
787,15,1,4318.9,5126.0,4126.8,-192.1,807.1,1787.7,2275.3,447.8,0.0,True,1
788,12,2,4653.5,5749.7,4320.4,-333.1,1096.2,2005.5,2328.8,673.0,0.0,True,1
789,14,3,4905.2,5228.2,4960.6,55.3,323.0,1554.1,2087.5,710.7,625.8,True,3
790,12,3,4448.2,5776.7,4392.8,-55.4,1328.5,1920.6,2304.4,526.2,0.0,True,1
791,12,3,4963.3,5900.5,4482.0,-481.3,937.2,2044.0,2400.2,833.3,0.0,True,2
792,12,2,4996.3,5854.5,4627.5,-368.8,858.1,2052.0,2542.3,587.7,0.0,True,2
793,12,0,3980.1,3980.1,4380.8,400.7,0.0,1895.6,2582.2,0.0,0.0,False,0
794,15,3,5417.7,6249.7,4563.2,-854.5,832.1,1992.9,2517.8,998.4,0.0,True,2
795,10,1,4078.0,5227.0,4023.6,-54.4,1149.1,1892.9,2450.2,390.4,0.0,True,1
796,12,1,3865.2,4933.0,3940.3,75.1,1067.8,1610.0,2128.5,188.4,0.0,True,1
797,10,2,4383.1,5559.6,3812.9,-570.2,1176.5,1888.6,2246.0,492.2,0.0,True,0
798,13,4,4713.5,5390.8,4203.6,-509.8,677.3,1826.6,2318.4,733.1,0.0,True,3
799,16,1,4538.3,5580.0,4494.7,-43.6,1041.7,1794.5,2380.8,429.7,0.0,True,1
800,16,3,4906.7,5498.3,4446.8,-459.8,591.6,1558.9,2263.1,912.4,0.0,True,3
801,15,3,4747.9,5592.1,4332.5,-415.5,844.2,1401.0,1968.7,580.0,0.0,True,2
802,10,1,4350.5,5496.3,4600.7,250.2,1145.8,1976.7,2478.7,233.4,0.0,True,1
803,16,1,4656.0,5432.4,4981.2,325.2,776.3,1447.9,2434.3,167.8,0.0,True,1
804,15,1,3943.2,5370.9,4163.1,219.9,1427.7,1469.5,2050.0,148.9,0.0,True,0
805,11,1,4212.5,5370.3,4418.5,206.0,1157.9,1897.5,2368.3,190.6,0.0,True,1
806,10,3,4387.4,4547.7,3727.5,-659.9,160.3,1710.5,2204.1,364.5,0.0,True,3
807,10,3,4390.8,5336.2,3788.4,-602.4,945.5,1835.3,2179.1,772.5,0.0,True,2
808,14,3,4525.3,5762.4,4298.4,-227.0,1237.1,1779.5,2189.7,582.9,0.0,True,1
809,16,2,4325.4,5386.1,4260.6,-64.9,1060.7,1487.8,2246.6,752.3,0.0,True,1
810,12,1,4359.8,5566.4,4491.8,131.9,1206.6,1998.0,2468.0,242.8,0.0,True,0
811,12,2,4544.2,5649.2,4628.5,84.3,1105.0,2049.3,2469.8,397.4,136.0,True,1
812,16,2,4539.3,5744.6,4395.2,-144.1,1205.2,1653.4,2221.4,349.4,0.0,True,1
813,11,5,4778.9,5853.0,4502.1,-276.8,1074.1,2076.1,2517.1,727.8,0.0,True,4
814,10,0,3630.8,3630.8,3900.3,269.5,0.0,1664.4,2364.1,0.0,0.0,False,0
815,11,2,4470.0,5256.5,4331.6,-138.4,786.5,1914.6,2418.3,643.3,0.0,True,2
816,12,3,4385.1,5257.6,4122.6,-262.4,872.5,1438.4,2312.0,607.1,0.0,True,2
817,12,3,4070.2,4896.6,3660.2,-410.0,826.3,1754.4,2236.8,634.9,0.0,True,3
818,15,5,5438.1,6522.2,4564.7,-873.4,1084.2,2273.0,2525.0,757.5,0.0,True,4
819,12,3,4470.1,5615.3,4630.5,160.4,1145.2,1888.4,2245.5,565.5,359.1,True,2
820,13,1,4246.7,5504.9,4348.8,102.1,1258.2,1958.7,2442.2,331.1,0.0,True,0
821,16,5,5086.6,6094.6,4564.3,-522.3,1008.0,1868.5,2382.1,986.0,0.0,True,3
822,11,1,4056.6,5227.2,4159.3,102.7,1170.6,2157.3,2378.2,321.8,0.0,True,1
823,13,1,4356.7,5404.9,4356.2,-0.5,1048.2,2046.9,2337.4,352.9,0.0,True,1
824,14,3,4902.0,6184.4,4532.4,-369.5,1282.4,2102.4,2541.4,695.2,0.0,True,0
825,12,1,3994.9,5393.6,4267.5,272.6,1398.7,1822.1,2441.4,153.6,0.0,True,0
826,13,3,5290.0,6374.5,4750.9,-539.1,1084.4,2026.7,2375.8,749.5,84.9,True,1
827,16,1,3936.7,5201.1,4230.4,293.7,1264.4,1778.6,2273.3,229.8,0.0,True,0
828,15,1,4559.7,5516.1,4552.7,-7.0,956.4,1701.4,2516.5,234.1,0.0,True,1
829,11,1,4120.9,5309.5,4376.8,255.9,1188.6,1840.8,2336.6,234.1,0.0,True,0
830,16,2,4635.7,5927.4,4665.1,29.5,1291.7,1806.1,2353.8,619.2,0.0,True,0
831,15,3,4883.1,6058.6,4890.0,6.9,1175.5,1686.4,2322.8,812.2,226.1,True,1
832,12,2,4768.3,5303.1,4579.2,-189.2,534.8,2056.3,2502.3,424.8,165.0,True,2
833,11,0,4177.1,4177.1,4375.3,198.1,0.0,1851.4,2346.3,0.0,0.0,False,0
834,16,4,5436.1,6114.8,4917.9,-518.2,678.7,1889.6,2280.4,1021.2,0.0,True,3
835,13,4,5111.1,5668.2,4747.1,-364.1,557.0,2124.2,2563.6,939.2,0.0,True,3
836,12,0,3920.3,3920.3,4125.8,205.5,0.0,1900.7,2415.1,0.0,0.0,False,0
837,15,3,5697.6,6570.8,4683.9,-1013.7,873.2,1806.7,2195.8,727.5,0.0,True,1
838,14,3,4901.1,5574.6,5026.7,125.6,673.6,1810.2,2248.3,741.7,0.0,True,3
839,16,5,5149.0,5692.3,4410.3,-738.7,543.4,1598.8,2105.8,909.6,0.0,True,4
840,12,1,4097.2,5178.9,4327.7,230.6,1081.7,1585.7,2152.0,227.0,0.0,True,1
841,15,2,4371.0,5402.5,4277.1,-93.9,1031.6,1910.0,2212.3,492.1,0.0,True,1
842,14,4,5158.5,5569.7,4891.8,-266.7,411.2,1480.2,2290.4,702.8,471.6,True,3
843,14,5,4897.7,5252.0,4190.7,-707.1,354.2,1912.8,2415.6,819.4,0.0,True,4
844,15,4,4772.7,5902.1,4738.5,-34.1,1129.5,1752.0,2465.8,675.2,0.0,True,3
845,15,4,4886.9,5866.7,4535.8,-351.1,979.8,1939.3,2436.3,940.3,0.0,True,3
846,10,3,4338.3,5743.2,4915.9,577.6,1404.9,2175.5,2573.7,449.1,219.3,True,1
847,10,1,4007.5,5357.1,4047.8,40.3,1349.6,1715.8,1990.4,176.2,0.0,True,0
848,12,1,4113.4,5182.2,4218.2,104.8,1068.8,1686.2,2385.4,398.0,0.0,True,1
849,16,2,4428.9,5803.3,4506.6,77.7,1374.4,1808.4,2144.4,479.2,126.7,True,1
850,14,1,4433.7,5230.7,4388.3,-45.4,797.1,1362.8,1834.9,404.1,0.0,True,1
851,11,1,4037.4,5386.3,4423.8,386.4,1348.9,1997.7,2526.1,66.0,0.0,True,1
852,12,2,3992.8,4789.0,3858.8,-134.0,796.2,1926.5,2460.4,269.8,0.0,True,2
853,14,2,4760.1,5696.0,4323.3,-436.8,935.9,1525.6,2063.7,376.0,0.0,True,1
854,14,1,4204.7,5630.2,4557.6,352.9,1425.6,1949.1,2274.5,167.5,128.6,True,0
855,14,1,3916.4,5280.6,3690.2,-226.2,1364.2,1712.3,2102.0,459.4,0.0,True,0
856,15,5,5603.3,5752.3,6008.0,404.7,149.1,2137.4,2589.2,1023.2,948.8,True,5
857,14,2,4497.7,5444.4,4172.5,-325.2,946.6,1595.4,1987.3,442.7,0.0,True,2
858,15,1,4005.0,5259.5,4194.8,189.9,1254.5,2058.4,2475.3,164.4,0.0,True,1
859,14,4,5074.2,5660.8,4745.7,-328.6,586.5,1778.0,2239.7,672.5,126.9,True,3
860,16,2,4839.2,6120.6,4619.5,-219.7,1281.4,1602.1,2181.3,538.8,0.0,True,1
861,10,2,4088.5,4920.8,3949.8,-138.7,832.3,1848.6,2301.1,477.7,0.0,True,2
862,14,2,3722.2,4920.3,4448.7,726.5,1198.1,1827.4,2389.2,193.7,125.6,True,2
863,10,3,4354.5,5219.3,4012.2,-342.3,864.9,1623.1,2389.7,655.3,0.0,True,2
864,13,0,3926.3,3926.3,4384.7,458.4,0.0,1993.4,2376.8,0.0,0.0,False,0
865,14,4,5337.6,5216.4,4497.2,-840.4,-121.1,1562.6,2279.2,1119.2,0.0,True,4
866,11,2,3929.5,4875.9,3452.3,-477.2,946.4,1856.0,2323.6,466.8,0.0,True,1
867,12,3,4787.2,6089.9,4615.7,-171.5,1302.7,1907.6,2372.3,472.9,0.0,True,2
868,10,2,4520.4,5018.3,4179.0,-341.4,497.9,1728.3,2331.5,585.1,0.0,True,2
869,13,0,3958.5,3958.5,4533.0,574.6,0.0,2133.5,2560.9,0.0,0.0,False,0
870,12,5,5617.3,5737.7,4943.0,-674.3,120.4,2042.1,2541.0,940.4,367.7,True,4
871,16,2,4694.9,5880.3,4867.1,172.3,1185.4,2273.0,2678.6,234.3,0.0,True,2
872,10,2,4378.8,5642.8,4445.0,66.3,1264.0,1911.8,2480.6,464.4,0.0,True,1
873,15,2,4621.5,5318.6,4529.7,-91.9,697.0,1632.3,2139.2,508.0,0.0,True,2
874,13,2,4530.6,5062.9,4316.2,-214.4,532.3,1659.9,2107.2,724.4,0.0,True,2
875,16,4,5135.2,6114.1,4364.8,-770.4,978.9,1636.7,2043.3,412.6,0.0,True,1
876,11,2,4412.4,5507.8,4590.8,178.3,1095.3,1696.7,2237.2,428.9,214.3,True,1
877,10,1,4135.7,5138.5,4386.6,250.9,1002.8,1882.1,2390.4,396.2,0.0,True,1
878,13,6,5593.3,5830.0,5176.3,-417.0,236.7,2235.8,2254.3,852.3,452.5,True,6
879,10,0,3951.5,3951.5,4103.9,152.4,0.0,1935.6,2376.3,0.0,0.0,False,0
880,14,4,4946.4,5903.9,4772.4,-174.0,957.6,1958.3,2320.0,547.9,0.0,True,4
881,15,1,4527.6,5374.5,4493.1,-34.5,846.9,1455.7,2080.6,66.0,0.0,True,1
882,15,3,4469.0,5043.0,4152.9,-316.1,574.1,1818.3,2220.5,800.8,0.0,True,3
883,11,1,3794.4,4705.3,3917.1,122.7,910.8,2072.9,2274.4,420.7,367.3,True,1
884,16,4,5681.5,6251.6,4725.1,-956.4,570.1,1690.3,2069.2,933.6,0.0,True,2
885,10,3,4752.9,5799.2,4180.6,-572.4,1046.3,2066.9,2430.4,672.5,0.0,True,2
886,15,1,3642.3,5010.0,3975.4,333.1,1367.7,1649.2,2060.7,66.0,0.0,True,1
887,12,3,5267.6,5532.6,4391.6,-876.0,265.0,1930.7,2219.9,797.8,74.8,True,2
888,14,2,4377.1,5600.5,4495.8,118.7,1223.4,1877.9,2378.8,222.0,0.0,True,0
889,11,1,4351.3,5144.1,4230.5,-120.9,792.8,1757.6,2203.3,330.8,0.0,True,1
890,11,3,4644.4,5111.9,4061.7,-582.6,467.5,2202.4,2523.0,998.8,0.0,True,3
891,14,2,4238.1,5108.7,4234.6,-3.5,870.6,1871.3,2364.8,462.7,0.0,True,2
892,16,2,5082.4,5723.4,5068.6,-13.9,641.0,2158.9,2672.6,552.4,110.1,True,2
893,12,2,4431.1,5575.9,4110.5,-320.7,1144.7,1725.3,2234.8,448.4,0.0,True,1
894,15,3,4891.4,5411.0,4418.9,-472.5,519.6,1648.2,2145.4,789.5,0.0,True,3
895,15,5,6603.9,5946.7,4806.8,-1797.1,-657.2,1687.0,2401.5,1030.2,76.2,True,5
896,14,3,5189.5,6360.1,4885.8,-303.8,1170.5,1779.6,2236.5,539.1,0.0,True,1
897,15,2,4853.0,5475.5,5048.0,195.0,622.5,1637.0,2201.2,707.5,360.5,True,1
898,16,4,5419.8,5796.5,4322.7,-1097.1,376.7,1781.2,2258.0,886.2,0.0,True,3
899,13,2,5196.7,5513.5,4676.4,-520.2,316.8,1840.3,2206.8,612.4,0.0,True,2
900,13,2,4727.7,5730.4,4408.3,-319.3,1002.7,1849.9,2420.8,686.8,0.0,True,0
901,11,2,4740.0,5131.7,4218.7,-521.3,391.7,1722.8,2156.5,951.5,0.0,True,2
902,10,2,4208.4,5234.6,3841.0,-367.4,1026.2,1797.1,2198.9,645.8,0.0,True,1
903,10,2,4277.9,5139.1,4128.1,-149.7,861.2,2064.5,2574.7,508.6,0.0,True,2
904,13,4,4884.2,6188.9,4233.7,-650.5,1304.7,1740.5,2134.7,661.9,0.0,True,2
905,12,2,4057.5,5076.7,4027.9,-29.6,1019.2,1796.0,2378.3,386.1,0.0,True,2
906,11,4,4684.2,5042.5,4295.4,-388.7,358.3,1677.0,2291.7,907.9,220.1,True,4
907,10,2,3877.3,4614.0,3821.7,-55.6,736.8,1969.8,2426.8,516.5,0.0,True,2
908,14,4,4943.0,5565.9,4703.0,-240.0,623.0,1992.9,2385.3,428.0,168.9,True,4
909,15,3,4735.1,5416.1,4446.9,-288.2,681.0,1693.3,2297.1,661.5,0.0,True,3
910,16,2,4870.6,6353.2,4673.3,-197.3,1482.5,1743.0,2319.9,467.4,0.0,True,0
911,10,2,4642.3,5285.2,4311.8,-330.5,642.9,2031.8,2485.9,409.8,0.0,True,2
912,12,1,4266.5,5500.7,4172.9,-93.6,1234.1,1755.8,2247.8,326.7,0.0,True,0
913,12,2,4014.3,5289.3,3994.8,-19.4,1275.0,1950.8,2427.5,481.2,0.0,True,1
914,11,2,4516.7,5419.5,4565.8,49.1,902.9,2014.8,2575.3,625.0,0.0,True,2
915,10,0,3094.4,3094.4,3574.8,480.4,0.0,1794.7,2306.6,0.0,0.0,False,0
916,10,3,4460.8,5170.8,4189.8,-271.0,710.0,1846.4,2369.4,567.3,0.0,True,3
917,14,0,3847.4,3847.4,4170.3,322.8,0.0,1738.2,2160.1,0.0,0.0,False,0
918,12,2,4108.2,5370.1,4161.6,53.4,1261.9,1847.3,2381.8,588.5,0.0,True,0
919,14,2,4578.8,5374.2,4394.2,-184.6,795.4,1837.5,2200.8,388.6,0.0,True,2
920,14,3,4677.5,5817.6,4586.2,-91.4,1140.0,1636.1,2311.2,651.5,240.9,True,2
921,15,4,5002.3,5769.2,4754.0,-248.3,766.9,1940.3,2309.2,858.7,343.5,True,3
922,15,3,5020.9,5699.8,4367.7,-653.2,678.9,1670.7,2150.8,751.7,0.0,True,2
923,10,2,3498.4,4671.5,3626.8,128.4,1173.1,1901.9,2311.0,200.7,0.0,True,2
924,12,2,4980.1,5905.6,4599.4,-380.7,925.5,1977.4,2444.1,392.5,0.0,True,1
925,16,4,5578.5,6109.6,4682.9,-895.5,531.2,1754.7,2221.3,968.2,0.0,True,3
926,14,5,5290.7,5412.3,4374.1,-916.5,121.6,1723.0,2250.9,1120.6,0.0,True,4
927,16,5,4877.7,6026.7,4886.4,8.8,1149.0,1924.0,2555.8,874.0,496.0,True,3
928,14,1,4740.6,6187.0,4688.7,-51.9,1446.4,2028.2,2428.9,66.0,0.0,True,0
929,13,3,4996.2,5333.8,4310.3,-685.9,337.6,1844.6,2390.0,642.0,0.0,True,3
930,10,2,3613.8,4524.8,3570.1,-43.7,911.0,1512.4,2152.8,460.8,0.0,True,1
931,11,4,4353.5,5362.7,4053.1,-300.4,1009.1,1786.2,2290.5,772.7,0.0,True,3
932,16,1,4800.1,5597.3,4770.9,-29.2,797.2,1859.3,2170.3,480.3,0.0,True,1
933,13,2,4756.8,5302.5,4364.7,-392.1,545.6,1853.8,2254.9,631.2,0.0,True,2
934,10,3,4617.3,5158.7,4262.4,-354.9,541.5,2076.7,2551.1,752.4,0.0,True,3
935,15,4,5187.4,6029.4,4534.6,-652.8,842.0,1834.5,2274.8,994.6,158.8,True,2
936,11,2,4535.6,5816.1,4572.2,36.6,1280.5,2054.0,2518.2,458.1,362.4,True,1
937,14,4,5190.4,6035.6,5105.0,-85.4,845.2,1990.2,2174.6,832.6,363.7,True,2
938,16,1,4121.6,5382.5,4294.9,173.3,1260.9,1714.7,2191.6,207.0,0.0,True,0
939,11,2,4545.7,5710.8,4455.3,-90.4,1165.1,2039.1,2416.1,568.6,0.0,True,1
940,10,2,4127.1,4932.3,3863.4,-263.8,805.1,1822.2,2311.1,732.2,0.0,True,2
941,12,3,4803.3,5525.5,4481.1,-322.2,722.2,1600.3,2100.2,479.1,0.0,True,2
942,16,4,5305.4,6182.1,4440.1,-865.3,876.6,1628.7,2302.5,667.8,0.0,True,2
943,13,3,5406.8,6632.8,4525.0,-881.8,1225.9,2174.0,2568.3,763.8,0.0,True,1
944,14,0,3920.5,3920.5,4158.2,237.7,0.0,1637.3,2163.8,0.0,0.0,False,0
945,10,0,3562.2,3562.2,3911.4,349.2,0.0,1933.0,2411.4,0.0,0.0,False,0
946,10,4,4776.8,5606.2,4482.8,-294.0,829.4,2085.7,2368.2,685.5,333.6,True,2
947,11,2,4689.9,4920.4,4447.6,-242.3,230.5,1843.5,2609.8,496.2,0.0,True,2
948,10,2,4588.7,4965.8,4167.3,-421.4,377.1,1593.9,2406.0,776.6,0.0,True,2
949,12,1,3745.1,5168.0,4057.9,312.8,1423.0,1987.3,2295.0,153.3,0.0,True,0
950,13,3,4854.8,6277.0,5099.7,244.9,1422.2,1960.7,2386.2,441.7,276.0,True,1
951,14,3,5138.8,6086.4,4529.4,-609.4,947.6,1890.3,2527.4,505.4,0.0,True,1
952,15,5,4873.8,5751.8,4618.1,-255.7,877.9,1848.3,2461.0,877.6,0.0,True,2
953,16,2,4624.8,6102.3,4526.2,-98.6,1477.5,1831.6,2288.0,466.3,0.0,True,0
954,15,5,4960.8,5950.6,4841.0,-119.9,989.7,2084.7,2469.0,779.2,230.8,True,4
955,13,3,4585.2,5536.3,4910.4,325.2,951.0,1488.7,2247.4,701.2,445.6,True,2
956,14,1,4091.7,5158.9,3999.4,-92.4,1067.1,1578.8,2004.0,398.6,0.0,True,1
957,14,3,4604.6,5588.7,4830.3,225.8,984.1,1940.6,2312.0,712.8,359.3,True,1
958,11,2,3944.1,4806.4,3715.2,-228.8,862.4,1598.0,2031.1,360.8,0.0,True,2
959,10,2,4599.5,5756.8,4876.6,277.1,1157.3,1927.0,2395.9,398.1,373.1,True,1
960,16,4,4716.3,5806.9,4388.5,-327.8,1090.6,1605.7,2125.7,775.7,0.0,True,3
961,16,2,4980.8,5153.3,4247.4,-733.4,172.5,1466.1,1985.9,822.7,0.0,True,2
962,12,4,5483.9,5679.9,4740.7,-743.2,195.9,2022.4,2406.6,958.9,0.0,True,4
963,15,1,4146.1,5302.2,4148.0,1.9,1156.1,1885.6,2142.4,189.7,0.0,True,1
964,11,2,4549.0,5879.9,4573.9,24.9,1330.8,2207.1,2627.3,463.8,0.0,True,1
965,14,4,4968.3,5466.6,4590.6,-377.7,498.3,1616.7,2263.8,664.3,0.0,True,4
966,15,3,5260.0,5876.1,5159.4,-100.6,616.1,2107.1,2519.3,728.5,169.7,True,3
967,10,2,4527.6,5725.8,4396.0,-131.6,1198.2,1725.8,2237.4,354.5,0.0,True,1
968,11,2,4428.7,5539.1,4370.2,-58.6,1110.4,1748.9,2366.5,597.4,99.0,True,1
969,11,2,4612.3,5717.9,4770.1,157.9,1105.7,1996.5,2534.8,461.7,0.0,True,1
970,10,1,3901.5,5238.1,3752.3,-149.2,1336.6,1866.9,2143.6,168.5,0.0,True,0
971,10,2,4023.4,4910.1,3935.7,-87.6,886.7,1686.1,2480.0,304.0,0.0,True,2
972,10,3,4810.6,4886.2,4318.8,-491.7,75.7,1893.6,2466.7,819.9,335.5,True,3
973,10,0,3453.0,3453.0,3894.0,441.1,0.0,1788.6,2373.7,0.0,0.0,False,0
974,13,2,5110.7,5775.7,4646.2,-464.4,665.0,1697.4,2266.4,518.3,0.0,True,1
975,13,3,5140.5,6254.0,4532.1,-608.4,1113.6,1924.7,2549.3,688.1,0.0,True,1
976,12,3,4335.8,5001.4,4483.3,147.5,665.5,1954.7,2260.9,568.5,447.7,True,3
977,10,1,4123.6,4904.5,4119.8,-3.7,780.9,1758.1,2255.0,233.4,0.0,True,1
978,11,2,3847.8,4989.2,4163.2,315.3,1141.4,2012.8,2398.6,173.3,0.0,True,2
979,16,3,5422.1,5941.6,5038.1,-384.1,519.5,1561.4,2260.4,1033.2,214.7,True,2
980,10,3,4317.8,5356.8,4141.7,-176.1,1039.0,1871.7,2592.7,470.8,0.0,True,2
981,16,2,5062.8,5618.1,4652.0,-410.8,555.3,1828.3,2305.3,538.5,0.0,True,2
982,12,1,4209.8,5530.2,4377.2,167.4,1320.4,1670.5,2148.0,194.7,0.0,True,1
983,14,1,4504.2,5771.4,4258.5,-245.6,1267.3,1599.5,2233.4,326.1,0.0,True,0
984,13,1,4307.1,5404.3,4883.7,576.6,1097.3,1721.5,2294.8,326.9,372.0,True,1
985,14,1,4688.3,6069.1,4797.9,109.6,1380.8,2081.5,2580.3,390.3,0.0,True,0
986,13,1,4104.4,5301.2,4176.5,72.1,1196.8,1763.1,2359.5,403.6,0.0,True,1
987,10,0,3740.8,3740.8,4103.4,362.5,0.0,1994.4,2455.8,0.0,0.0,False,0
988,15,1,4628.1,5698.6,4720.1,92.0,1070.4,2206.4,2397.3,391.2,0.0,True,1
989,13,2,4100.4,5512.6,4128.7,28.3,1412.2,1745.0,2013.4,171.3,0.0,True,1
990,10,3,5217.3,5714.6,4330.2,-887.1,497.3,2057.0,2528.7,987.5,0.0,True,2
991,15,2,4637.2,5471.7,4428.1,-209.1,834.5,1700.2,2416.1,845.5,0.0,True,2
992,11,2,4306.9,5049.7,3945.8,-361.1,742.8,1672.5,2140.5,248.6,0.0,True,2
993,11,2,3937.8,5258.5,3738.4,-199.4,1320.7,1880.9,2245.2,340.3,0.0,True,1
994,13,2,3619.8,4589.6,3502.0,-117.8,969.9,1774.2,2262.2,272.8,0.0,True,2
995,16,6,5604.6,5631.1,4378.7,-1226.0,26.5,1696.3,2070.5,861.2,0.0,True,4
996,14,3,4783.6,5833.8,4327.2,-456.4,1050.1,1681.3,2267.2,749.6,0.0,True,2
997,15,2,4686.6,5583.5,4580.8,-105.7,896.9,1883.5,2144.7,437.8,0.0,True,2
998,16,3,5140.0,5973.8,5249.0,109.0,833.8,1676.7,2234.8,589.6,390.2,True,3
999,14,2,4564.8,5485.8,4328.7,-236.1,921.0,1734.9,1977.9,484.8,0.0,True,2
