case1_poly_x,case1_poly_y,case1_mec_x,case1_mec_y,case1_diam_x,case1_diam_y,case2_poly_x,case2_poly_y,case2_mec_x,case2_mec_y,case2_diam_x,case2_diam_y,case3_poly_x,case3_poly_y,case3_mec_x,case3_mec_y,case3_diam_x,case3_diam_y
,,-0.034904812874566954,1.9996953903127825,,,,,0.24459805264630774,2.3359138511704014,,,,,-0.0403046062182895,2.3090493437886783,,
,,-0.06979899340500191,1.9987816540381915,,,,,0.20730338803957682,2.33493725600806,,,,,-0.08059693526308555,2.307994252020472,,
,,-0.10467191248588768,1.9972590695091477,,,,,0.1700314475266041,2.333309927941234,,,,,-0.12086471370064042,2.306236122845057,,
,,-0.13951294748825066,1.9951281005196484,,,,,0.13279358450153128,2.3310323626698155,,,,,-0.16109567557555932,2.303775491805612,,
,,-0.17431148549531647,1.992389396183491,,,,,0.09560114197816705,2.32810525396225,,,,,-0.20127756614712905,2.30061310843419,,
,,-0.2090569265353071,1.9890437907365466,,,,,0.05846544913479529,2.3245294934442056,,,,,-0.24139814562223078,2.2967499360233985,,
,,-0.24373868681029473,1.9850923032826442,,,,,0.021397817863198165,2.3203061703269756,,,,,-0.2814451928836991,2.2921871513329783,,
,,-0.2783462019201307,1.9805361374831407,,,,,-0.015590460677057827,2.3154365710756926,,,,,-0.32140650921299485,2.286926144231347,,
,,-0.3128689300804616,1.9753766811902755,,,,,-0.05248811949801535,2.309922179017462,,,,,-0.3612699220060495,2.280968517272231,,
,,-0.3472963553338606,1.969615506024416,,,,,-0.08928391921536177,2.3037646738895234,,,,,-0.40102328848116076,2.2743160852065163,,
,,-0.3816179907530896,1.963254366895328,,,,,-0.12596665147205438,2.296965931327589,,,,,-0.4406544993778009,2.266970874429453,,
,,-0.4158233816355187,1.9562952014676114,,,,,-0.1625251423524941,2.2895280222945034,,,,,-0.48015148264521446,2.2589351223633978,,
,,-0.44990210868773006,1.9487401295704705,,,,,-0.19894825578620884,2.2814532124494105,,,,,-0.5195022071196825,2.250211276776276,,
,,-0.48384379119933557,1.940591452551993,,,,,-0.23522489694000798,2.2727439614576115,,,,,-0.558694686189331,2.2408019950359606,,
,,-0.5176380902050417,1.9318516525781366,,,,,-0.2713440155975762,2.2634029222413274,,,,,-0.5977169814453693,2.230710143300822,,
,,-0.5512747116339981,1.9225233918766378,,,,,-0.30729460952547644,2.2534329401715922,,,,,-0.6365572063186443,2.2199387956466596,,
,,-0.5847434094454733,1.912609511926071,,,,,-0.34306572782453787,2.242837052201525,,,,,-0.6752035297004072,2.208491233130313,,
,,-0.6180339887498947,1.9021130325903073,,,,,-0.37864647426560344,2.231618485941247,,,,,-0.7136441795461798,2.196370942790219,,
,,-0.6511363089143133,1.8910371511986337,,,,,-0.41402601060862904,2.219780658674717,,,,,-0.7518674464616363,2.1835816165842292,,
,,-0.6840402866513374,1.8793852415718169,,,,,-0.44919355990411497,2.2073271763187967,,,,,-0.789861687269397,2.1701271502649977,,
,,-0.7167358990906005,1.8671608529944035,,,,,-0.48413840977587025,2.194261832324851,,,,,-0.8276153285556535,2.1560116421933015,,
,,-0.7492131868318241,1.8543677091335748,,,,,-0.5188499156841058,2.180588606523227,,,,,-0.8651168701955422,2.1412393920896395,,
,,-0.7814622569785477,1.8410097069048805,,,,,-0.5533175041678637,2.1663116639109594,,,,,-0.9023548888561941,2.125814899724495,,
,,-0.8134732861516005,1.8270909152852017,,,,,-0.587530676065797,2.1514353533830723,,,,,-0.9393180414763922,2.1097428635476625,,
,,-0.8452365234813987,1.8126155740733,,,,,-0.6214790097143146,2.1359642064078628,,,,,-0.975995068721778,2.0930281792570566,,
,,-0.876742293578155,1.7975880925983339,,,,,-0.6551521641221238,2.1199029356465706,,,,,-1.0123747984145555,2.0756759383074286,,
,,-0.9079809994790935,1.7820130483767358,,,,,-0.6885398821201909,2.10325643351786,,,,,-1.0484461489366403,2.057691426359469,,
,,-0.9389431255717818,1.7658951857178538,,,,,-0.721631993486181,2.0860297707075364,,,,,-1.084198132605234,2.039080121669735,,
,,-0.969619240492674,1.7492394142787917,,,,,-0.7544184180424005,2.0682281946239716,,,,,-1.1196198590197717,2.0198476934219283,,
,,-0.9999999999999996,1.7320508075688774,,,,,-0.7868891687263209,2.0498571277996875,,,,,-1.1547005383792512,2.000000000000001,,
,,-1.0300761498201085,1.7143346014042247,,,,,-0.8190343546327334,2.030922166239603,,,,,-1.189429484768906,1.9795430872036388,,
,,-1.0598385284664096,1.6960961923128521,,,,,-0.8508441840266119,2.0114290777164374,,,,,-1.223796119415237,1.9584831864066499,,
,,-1.0892780700300542,1.677341135890848,,,,,-0.8823089673257758,1.991383800013788,,,,,-1.2577899739084157,1.9368267126588286,,
,,-1.1183858069414934,1.6580751451100835,,,,,-0.9134191200524244,1.9707924391174263,,,,,-1.2914006933910562,1.91458026273187,,
,,-1.1471528727020923,1.6383040885779834,,,,,-0.9441651657526684,1.9496612673553537,,,,,-1.3246180397124112,1.8917506131099273,,
,,-1.175570504584946,1.618033988749895,,,,,-0.9745377388831415,1.9279967214871923,,,,,-1.3574318945470059,1.8683447179254324,,
,,-1.2036300463040968,1.5972710200945854,,,,,-1.0045275876638446,1.9058054007434813,,,,,-1.3898322624767843,1.844369706840795,,
,,-1.2313229506513166,1.576021507213444,,,,,-1.0341255768963196,1.883094064815493,,,,,-1.421809274035804,1.8198328828766441,,
,,-1.2586407820996746,1.554291922913942,,,,,-1.063322690746324,1.8598696317961596,,,,,-1.4533531887165767,1.794741720187252,,
